MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage,MasVnrType,MasVnrArea,Electrical,GarageYrBlt,SalePrice
120,4,8198,1,1,3,3,0,3,0,16,2,2,4,2,7,5,2004,2004,1,1,12,13,2,4,2,2,4,0,2,720,6,0,638,1358,1,0,1,1358,0,0,1358,1,0,2,0,2,1,2,6,6,1,2,1,2,2,484,5,5,2,192,30,0,0,0,0,3,4,1,0,7,2008,8,4,30.0,3.0,91.0,4.0,90.0,207000
60,3,9042,1,1,0,3,0,4,0,8,2,2,0,5,6,5,1998,1998,1,1,12,13,3,4,2,2,4,1,2,828,6,0,115,943,1,2,1,943,695,0,1638,1,0,2,1,3,1,3,7,6,2,5,1,0,2,472,5,5,2,100,38,0,0,0,0,3,4,1,0,7,2008,8,4,30.0,2.0,0.0,4.0,84.0,192000
190,3,164660,0,1,0,1,0,0,2,23,2,2,1,0,5,6,1965,1965,1,1,9,10,3,4,1,4,4,1,0,1249,1,147,103,1499,1,0,1,1619,167,0,1786,2,0,2,0,3,1,3,7,6,2,2,1,0,2,529,5,5,2,670,0,0,0,0,0,3,4,3,700,8,2008,8,4,38.2,2.0,0.0,4.0,51.0,228950
20,3,14157,1,1,0,1,0,0,0,22,2,2,0,2,9,5,2005,2006,3,1,12,13,2,4,2,0,4,1,2,1249,6,0,673,1922,1,0,1,1922,0,0,1922,1,0,2,0,3,1,2,8,6,1,2,1,0,3,676,5,5,2,178,51,0,0,0,0,3,4,1,0,7,2007,8,4,57.0,3.0,129.0,4.0,91.0,377426
20,3,9135,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2002,2003,1,1,12,13,2,4,2,2,4,0,2,810,6,0,726,1536,1,0,1,1536,0,0,1536,1,0,2,0,3,1,2,7,6,0,3,1,2,2,532,5,5,2,192,74,0,0,0,0,3,4,1,0,12,2008,8,4,41.0,1.0,67.0,4.0,88.0,214000
20,3,14145,1,1,3,3,0,0,0,14,2,2,0,2,7,7,1984,1998,1,1,13,14,2,4,1,2,4,2,0,213,6,0,995,1208,1,0,1,1621,0,0,1621,1,0,2,0,3,1,2,8,6,0,3,1,2,2,440,5,5,2,108,45,0,0,0,0,3,4,3,400,5,2006,8,4,62.0,2.0,0.0,4.0,70.0,202500
20,3,12400,1,1,0,3,0,4,0,12,1,2,0,2,6,7,1958,1998,3,1,13,14,3,4,1,4,0,3,5,585,6,0,630,1215,1,4,1,1215,0,0,1215,0,0,1,0,3,1,3,6,6,0,3,1,3,1,297,5,5,2,0,0,0,0,234,0,3,4,1,0,6,2009,8,4,37.0,1.0,117.0,0.0,44.0,155000
60,3,14191,1,1,3,3,0,4,0,23,2,2,0,5,8,5,2002,2002,1,1,12,13,2,4,2,2,4,3,6,0,6,0,967,967,1,0,1,993,915,0,1908,0,0,2,1,4,1,2,9,6,0,3,1,0,2,431,5,5,2,135,0,0,0,0,0,3,4,1,0,4,2010,8,4,56.0,2.0,0.0,4.0,88.0,202900
20,2,8400,1,1,3,3,0,4,0,20,1,2,0,2,4,4,1950,1950,1,1,13,0,1,1,1,4,0,3,6,0,6,0,721,721,1,2,1,841,0,0,841,0,0,1,0,2,1,3,4,6,0,3,4,3,1,294,5,5,0,250,0,24,0,0,0,3,4,1,0,9,2009,8,4,31.0,2.0,0.0,4.0,36.0,82000
90,3,8544,1,1,3,3,0,4,0,12,2,2,2,2,3,4,1949,1950,1,1,11,12,3,4,3,3,2,4,4,0,4,0,0,0,5,1,0,1040,0,0,1040,0,0,2,0,2,2,3,6,6,0,3,5,3,2,400,5,5,2,0,0,0,0,0,0,3,4,1,0,5,2006,8,4,45.4,1.0,217.0,0.0,35.0,87500
120,3,8849,1,1,0,3,0,4,0,16,2,2,4,2,9,5,2005,2005,3,1,8,8,0,4,2,0,4,3,2,28,6,0,1656,1684,1,0,1,1684,0,0,1684,0,0,2,0,2,1,0,6,6,1,0,1,2,2,564,5,5,2,495,72,0,0,0,0,3,4,1,0,7,2008,8,4,34.0,1.0,292.0,4.0,91.0,266000
160,4,2592,1,1,3,3,0,4,0,10,2,2,4,5,5,3,1976,1976,1,1,5,5,3,4,1,2,4,3,5,129,1,232,175,536,1,4,1,536,576,0,1112,0,0,1,1,3,1,3,4,6,0,3,1,3,1,336,5,5,2,182,0,0,0,0,0,3,4,1,0,4,2010,8,4,7.0,2.0,0.0,4.0,62.0,85000
50,3,6435,1,1,3,3,0,4,0,3,6,2,0,0,6,5,1939,1950,1,1,8,8,3,4,0,4,4,3,6,0,6,0,972,972,1,2,1,972,605,0,1577,0,0,1,0,3,1,1,6,6,1,2,5,3,1,312,5,5,2,0,0,0,0,0,0,3,4,1,0,10,2006,8,4,36.0,2.0,0.0,4.0,27.0,140200
20,3,12772,1,1,0,3,0,1,0,12,2,2,0,2,6,8,1960,1998,3,1,8,8,3,2,1,4,4,2,1,498,6,0,460,958,1,4,1,958,0,0,958,0,0,1,0,2,1,3,5,6,0,3,1,2,1,301,5,5,2,0,0,0,0,0,0,3,4,0,15500,4,2007,8,4,38.6,2.0,0.0,4.0,46.0,151500
20,3,17600,1,1,0,3,0,4,0,12,2,2,0,2,6,5,1960,1960,1,1,13,14,3,4,1,4,4,3,1,1270,6,0,208,1478,1,0,1,1478,0,0,1478,1,0,2,0,3,1,3,6,6,2,2,1,3,2,498,5,5,2,0,40,0,0,0,0,3,4,1,0,12,2009,8,4,38.6,1.0,10.0,0.0,46.0,157500
160,3,2448,1,1,3,3,0,4,0,16,2,2,3,5,7,5,2003,2004,1,1,12,15,2,4,2,2,4,3,2,573,6,0,191,764,1,0,1,764,862,0,1626,1,0,2,1,2,1,2,6,6,0,3,3,2,2,474,5,5,2,0,27,0,0,0,0,3,4,1,0,10,2008,8,4,7.0,3.0,62.0,4.0,89.0,154000
60,3,20431,1,1,1,3,0,4,0,16,2,2,0,5,9,5,2005,2006,3,1,5,5,0,4,2,0,4,3,2,1410,6,0,438,1848,1,0,1,1848,880,0,2728,1,0,2,1,4,1,0,10,6,2,0,1,0,3,706,5,5,2,0,0,0,0,0,0,3,4,1,0,4,2006,6,5,27.0,1.0,315.0,4.0,92.0,437154
120,3,7820,1,1,0,3,0,4,0,16,2,2,4,2,9,5,2007,2007,3,1,8,8,0,4,2,0,4,3,6,0,6,0,1869,1869,1,0,1,1869,0,0,1869,0,0,2,0,2,1,0,6,6,1,2,1,2,2,617,5,5,2,210,54,0,0,0,0,3,4,1,0,12,2007,6,5,39.0,1.0,226.0,4.0,93.0,318061
120,3,5271,1,1,0,2,0,4,1,4,2,2,0,2,7,5,1986,1986,1,1,13,14,3,4,2,2,4,1,2,1082,6,0,371,1453,1,2,1,1453,0,0,1453,1,0,1,1,2,1,2,6,6,1,5,1,2,2,445,5,5,2,0,80,0,0,184,0,3,4,1,0,12,2006,8,0,41.0,2.0,0.0,4.0,72.0,190000
50,3,9084,1,1,3,3,0,4,0,7,0,2,0,0,5,6,1941,1950,1,1,12,13,3,4,1,4,0,2,3,236,5,380,0,616,1,4,0,616,495,0,1111,0,1,1,0,3,1,3,5,6,0,3,5,3,1,200,5,1,2,48,0,0,0,0,0,3,4,1,0,3,2008,5,4,31.0,2.0,0.0,4.0,29.0,95000
30,4,8520,1,1,3,3,0,4,0,17,2,2,0,2,6,8,1928,2003,1,1,12,13,3,2,0,4,4,3,6,0,6,0,624,624,1,2,1,720,0,0,720,0,0,1,0,2,1,3,5,6,0,3,5,3,2,484,5,5,2,106,0,0,0,0,0,3,4,1,0,5,2010,8,4,31.0,2.0,0.0,4.0,91.0,105900
50,3,8400,1,1,3,0,0,4,0,18,2,2,0,0,6,5,1940,2000,1,1,13,8,3,4,1,4,4,3,3,388,6,0,552,940,1,0,1,1192,403,0,1595,0,0,1,0,2,1,3,6,6,2,2,1,3,1,240,5,5,2,0,0,108,0,0,0,3,4,1,0,6,2006,8,4,31.0,2.0,0.0,4.0,28.0,140000
20,3,11249,1,1,1,3,0,4,0,5,2,2,0,2,6,5,1995,1995,1,1,12,13,2,2,2,2,1,3,0,334,1,544,322,1200,1,0,1,1200,0,0,1200,1,0,2,0,3,1,2,6,6,0,3,1,2,2,521,5,5,2,0,26,0,0,0,0,3,4,1,0,8,2007,8,4,76.0,2.0,0.0,4.0,81.0,177500
20,3,9248,1,1,0,3,0,4,0,8,2,2,0,2,6,6,1992,1992,1,1,6,6,3,4,2,2,4,3,2,560,6,0,598,1158,1,2,1,1167,0,0,1167,1,0,2,0,3,1,2,6,6,0,3,1,2,2,400,5,5,2,120,26,0,0,0,0,3,4,1,0,7,2009,8,4,49.0,1.0,62.0,4.0,78.0,173000
120,4,4224,1,1,3,3,0,4,0,10,2,2,4,2,5,5,1976,1976,1,1,5,5,3,4,2,2,4,3,0,874,6,0,268,1142,1,4,1,1142,0,0,1142,1,0,1,1,3,1,3,6,6,1,4,1,0,2,528,5,5,2,536,90,0,0,0,0,3,2,1,0,8,2007,8,4,15.0,2.0,0.0,4.0,62.0,134000
80,3,6930,1,1,0,3,0,4,0,4,2,2,0,7,5,4,1958,1958,3,1,13,7,3,4,1,4,4,0,1,300,5,294,468,1062,1,0,1,1352,0,0,1352,0,1,1,0,3,1,2,6,3,0,3,3,3,1,288,5,5,2,168,0,294,0,0,0,3,4,1,0,7,2006,8,0,63.0,1.0,73.0,1.0,44.0,130000
60,3,12011,1,1,0,3,0,1,0,15,2,2,0,5,8,5,1998,1998,1,1,12,13,2,4,2,2,4,0,2,956,6,0,130,1086,1,0,1,1086,838,0,1924,1,0,2,1,3,1,2,7,6,1,5,1,2,2,592,5,5,2,208,75,0,0,374,0,3,4,1,0,6,2006,8,4,49.0,1.0,277.0,4.0,84.0,280000
85,3,7540,1,1,0,3,0,1,0,11,2,2,0,6,6,6,1978,1978,1,1,12,13,3,4,1,2,4,0,2,773,6,0,115,888,1,0,1,912,0,0,912,1,0,1,0,2,1,3,5,6,1,5,1,2,2,470,5,5,2,0,0,0,0,192,0,3,2,1,0,6,2007,8,4,27.8,2.0,0.0,4.0,64.0,156000
50,3,9144,1,2,3,3,0,4,0,3,2,2,0,0,5,5,1940,1982,1,1,8,8,3,4,1,4,4,3,5,399,6,0,484,883,1,2,1,988,517,0,1505,1,0,1,0,3,1,3,8,6,0,3,5,3,1,240,5,5,0,0,0,0,0,0,0,3,4,1,0,7,2008,8,4,28.0,2.0,0.0,4.0,28.0,145000
85,3,7301,1,1,3,3,0,0,0,7,2,2,0,6,7,5,2003,2003,1,1,6,6,2,4,3,3,2,4,4,0,4,0,0,0,1,0,1,495,1427,0,1922,0,0,3,0,4,1,2,7,6,1,0,3,2,2,672,5,5,2,0,0,177,0,0,0,3,4,1,0,7,2009,3,4,35.0,1.0,272.0,4.0,89.0,198500
160,4,1680,1,1,3,3,0,4,0,2,2,2,3,5,6,8,1972,2007,1,1,6,6,3,4,1,4,4,3,0,162,6,0,321,483,1,2,1,483,504,0,987,0,0,1,1,2,1,2,5,6,0,3,5,3,1,264,5,5,2,250,0,0,0,0,0,3,4,1,0,5,2009,8,4,0.0,1.0,274.0,4.0,58.0,118000
60,3,18800,1,1,0,3,0,2,0,14,2,2,0,5,6,5,1976,1976,1,1,6,6,3,4,2,2,4,2,2,712,6,0,84,796,1,4,1,790,784,0,1574,1,0,2,1,3,1,3,6,6,1,5,1,0,2,566,5,5,2,306,111,0,0,0,0,3,4,1,0,7,2006,8,4,35.8,1.0,73.0,4.0,62.0,190000
70,4,10690,1,1,3,3,0,4,0,9,2,2,0,5,5,7,1920,1997,3,1,12,13,3,2,1,4,0,3,5,456,6,0,216,672,1,2,1,672,672,0,1344,0,0,1,0,3,1,3,6,6,0,3,5,3,1,468,5,1,2,0,128,218,0,0,0,3,4,1,0,7,2009,8,4,30.0,2.0,0.0,0.0,50.0,147000
20,3,9500,1,1,0,3,0,4,0,12,2,2,0,2,6,5,1963,1963,1,1,9,10,3,4,1,2,4,3,1,609,6,0,785,1394,1,2,1,1394,0,0,1394,1,0,1,1,3,1,3,6,6,2,2,1,2,2,514,5,5,2,0,76,0,0,185,0,3,4,1,0,7,2009,8,4,41.4,1.0,162.0,4.0,49.0,159000
80,3,9150,1,1,0,3,0,0,0,12,2,2,0,7,6,5,1962,1962,1,5,9,10,3,4,1,2,4,1,2,371,6,0,728,1099,1,2,1,1431,0,0,1431,0,1,1,0,3,1,3,6,6,1,2,2,2,1,296,5,5,2,64,110,0,0,0,0,3,4,1,0,12,2008,8,4,72.0,1.0,202.0,4.0,48.0,165000
20,3,7800,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1954,1954,1,1,6,6,3,4,2,4,4,3,3,540,6,0,728,1268,1,2,1,1268,0,0,1268,0,0,1,0,2,1,3,7,6,1,2,1,0,1,244,5,5,2,0,98,0,0,0,0,3,4,1,0,3,2010,8,4,49.0,1.0,129.0,4.0,40.0,132000
20,3,9830,1,1,0,3,0,0,0,12,2,2,0,2,5,7,1959,2006,1,1,13,14,3,2,1,4,4,3,0,72,5,258,733,1063,1,0,1,1287,0,0,1287,1,0,1,0,3,1,2,7,6,1,2,5,0,2,576,5,5,2,364,17,0,0,182,0,3,4,1,0,3,2010,8,4,29.2,2.0,0.0,4.0,83.0,162000
60,3,8121,1,1,0,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,3,4,2,2,4,3,6,0,6,0,953,953,1,0,1,953,711,0,1664,0,0,2,1,3,1,3,7,6,1,5,1,2,2,460,5,5,2,100,40,0,0,0,0,3,4,1,0,1,2006,8,4,39.2,2.0,0.0,4.0,86.0,172400
50,3,17120,1,1,3,3,0,4,0,4,1,2,0,0,4,4,1959,1959,1,1,14,10,3,4,1,3,2,4,4,0,4,0,0,0,1,4,1,1120,468,0,1588,0,0,2,0,4,1,3,7,3,1,2,5,0,2,680,5,5,0,0,59,0,0,0,0,3,4,1,0,7,2008,8,4,51.0,2.0,0.0,4.0,77.0,134432
120,3,7175,1,1,3,3,0,4,0,20,2,2,4,2,6,5,1984,1984,1,1,9,10,3,4,1,2,4,3,0,623,3,121,0,744,1,4,1,752,0,0,752,1,0,1,0,2,1,3,4,6,0,3,1,3,1,264,5,5,2,353,0,0,0,90,0,3,2,1,0,2,2010,8,4,21.0,2.0,0.0,4.0,70.0,125000
20,3,10634,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1953,1953,1,1,8,8,3,4,2,4,4,3,1,428,3,180,0,608,1,4,1,1319,0,0,1319,1,0,1,0,3,1,3,5,3,0,3,1,3,1,270,5,5,2,66,0,0,0,0,0,3,1,1,0,11,2009,8,4,50.0,2.0,0.0,4.0,39.0,123000
60,3,8200,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2003,2004,1,1,12,13,2,4,2,2,4,3,6,0,6,0,847,847,1,0,1,847,1081,0,1928,0,0,2,1,4,1,2,8,6,1,2,3,0,2,434,5,5,2,100,48,0,0,0,0,3,4,1,0,7,2007,8,4,36.0,2.0,0.0,4.0,89.0,219500
30,3,10020,1,1,0,2,0,4,2,7,2,2,0,2,1,1,1922,1950,1,1,13,14,1,1,0,1,3,1,1,350,6,0,333,683,1,2,0,904,0,0,904,1,0,0,1,1,1,1,4,0,0,3,6,1,0,0,3,3,2,0,0,0,0,0,0,3,4,1,0,3,2009,8,4,36.8,2.0,0.0,0.0,44.8,61000
85,3,8846,1,1,0,3,0,1,0,5,2,2,0,6,5,5,1996,1996,1,1,12,13,2,4,2,2,4,0,2,298,6,0,572,870,1,0,1,914,0,0,914,0,0,1,0,2,1,3,5,6,0,3,5,3,2,576,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2006,8,4,28.0,2.0,0.0,4.0,84.0,148000
60,1,11143,1,1,0,3,0,0,0,21,2,2,0,5,8,5,2004,2005,1,1,5,5,2,4,2,2,4,3,6,0,6,0,1580,1580,1,0,1,1580,886,0,2466,0,0,3,0,4,1,2,8,6,1,2,1,2,2,610,5,5,2,159,214,0,0,0,0,3,4,1,0,12,2007,8,4,73.0,2.0,0.0,4.0,90.0,340000
20,3,11394,1,1,3,3,0,0,0,22,2,2,0,2,9,2,2010,2010,3,1,12,13,2,4,2,0,4,0,2,1445,6,0,411,1856,1,0,1,1856,0,0,1856,1,0,1,1,1,1,0,8,6,1,0,1,0,3,834,5,5,2,113,0,0,0,0,0,3,4,1,0,6,2010,6,5,59.0,3.0,221.0,4.0,96.0,394432
60,3,8123,1,1,0,3,0,4,0,8,6,2,0,5,6,5,2000,2000,1,1,12,13,3,4,2,2,4,3,6,0,6,0,982,982,1,0,1,1007,793,0,1800,0,0,2,1,3,1,3,7,6,1,5,1,0,2,463,5,5,2,100,63,0,0,0,0,3,4,1,0,6,2009,8,4,31.0,1.0,4.0,4.0,86.0,179000
50,3,5000,1,2,3,3,0,4,0,18,2,2,0,0,5,6,1924,1950,1,1,3,14,3,4,0,4,4,3,3,218,6,0,808,1026,1,4,1,1026,665,0,1691,0,0,2,0,3,1,2,6,6,1,2,5,3,1,308,5,5,2,0,0,242,0,0,0,3,4,1,0,5,2010,8,4,21.0,2.0,0.0,4.0,12.0,127000
20,1,7200,1,2,3,3,0,4,0,21,2,2,0,2,7,5,2006,2006,1,1,12,13,2,4,2,2,1,3,6,0,6,0,1293,1293,1,0,1,1301,0,0,1301,1,0,2,0,2,1,2,5,6,1,2,1,2,2,572,5,5,2,216,121,0,0,0,0,3,4,1,0,8,2006,6,5,31.0,2.0,0.0,4.0,92.0,187750
60,3,9245,1,1,0,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,1,12,13,2,4,2,2,4,0,6,0,6,0,939,939,1,0,1,939,858,0,1797,0,0,2,1,3,1,2,8,6,0,3,1,2,2,639,5,5,2,144,53,0,0,0,0,3,4,1,0,4,2007,8,4,50.0,2.0,0.0,4.0,92.0,213500
45,2,9000,1,1,3,3,0,0,0,20,2,2,0,1,6,3,1928,1950,1,1,13,14,3,4,0,1,0,3,6,0,6,0,784,784,1,4,0,784,0,0,784,0,0,1,0,2,1,3,5,6,0,3,5,3,2,360,1,1,0,0,0,91,0,0,0,3,4,1,0,10,2009,8,4,31.0,2.0,0.0,0.0,36.0,76000
60,3,53107,1,1,1,2,0,0,1,4,1,2,0,5,6,5,1992,1992,1,1,6,6,2,4,2,2,4,0,2,985,6,0,595,1580,1,0,1,1079,874,0,1953,1,0,2,1,3,1,2,9,6,2,1,1,0,2,501,5,5,2,216,231,0,0,0,0,3,4,1,0,6,2007,8,4,26.6,2.0,0.0,4.0,78.0,240000
120,3,3182,1,1,3,3,0,4,0,0,2,2,4,2,8,5,2004,2005,1,1,12,13,2,4,2,2,4,3,2,24,6,0,1232,1256,1,0,1,1269,0,0,1269,0,0,2,0,2,1,2,6,6,1,5,1,0,2,430,5,5,2,146,20,0,0,144,0,3,4,1,0,4,2010,8,4,14.0,1.0,4.0,4.0,90.0,192000
50,3,8410,1,1,3,3,0,2,0,7,1,2,0,0,5,3,1910,1996,2,1,13,13,3,1,2,4,4,3,6,0,6,0,658,658,1,4,1,658,526,0,1184,0,0,1,0,5,1,3,8,6,0,3,6,1,0,0,3,3,0,0,151,0,0,0,0,3,4,1,0,5,2006,8,1,29.0,2.0,0.0,4.0,71.2,81000
80,3,7200,1,1,3,3,0,4,0,7,2,2,0,7,6,6,1976,1976,3,1,8,8,3,4,1,4,4,0,0,631,6,0,410,1041,1,0,1,1125,0,0,1125,1,0,1,0,3,1,3,6,6,1,1,5,3,1,352,5,5,2,296,0,0,0,0,0,3,1,1,0,10,2009,8,0,43.0,1.0,167.0,4.0,63.0,125000
20,3,9382,1,1,0,3,0,1,0,5,2,2,0,2,7,5,1999,2000,1,1,12,13,2,4,2,2,4,3,6,0,6,0,1468,1468,1,0,1,1479,0,0,1479,0,0,2,0,3,1,2,6,6,0,3,1,2,2,577,5,5,2,120,25,0,0,0,0,3,4,1,0,7,2008,8,4,64.0,1.0,76.0,4.0,85.0,191000
60,3,12474,1,1,3,3,0,4,0,16,2,2,0,5,10,5,2007,2008,1,1,12,13,0,4,2,0,4,0,2,1280,6,0,402,1682,1,0,1,1742,590,0,2332,1,0,2,1,3,1,0,9,6,1,0,3,0,3,846,5,5,2,196,134,0,0,0,0,3,4,1,0,8,2008,6,5,67.0,3.0,178.0,4.0,94.0,426000
50,3,8405,1,0,3,3,0,4,0,7,2,2,0,0,5,8,1900,1950,1,1,8,8,3,4,0,4,1,3,5,241,1,391,229,861,1,0,1,961,406,0,1367,1,0,1,0,4,1,3,7,6,0,3,5,3,1,384,5,5,2,0,130,112,0,0,0,3,2,1,0,4,2008,8,4,21.0,2.0,0.0,4.0,64.0,119000
60,3,12209,1,1,0,3,0,1,0,11,2,2,0,5,6,5,2001,2002,1,1,12,13,3,4,2,0,4,3,0,690,6,0,114,804,1,0,1,804,1157,0,1961,1,0,2,1,3,1,2,7,6,1,5,3,0,2,560,5,5,2,125,192,0,0,0,0,3,4,1,0,6,2009,8,4,42.0,2.0,0.0,4.0,87.0,215000
20,3,8339,1,1,0,3,0,4,0,12,2,2,0,2,5,7,1959,1959,1,1,8,8,3,4,3,3,2,4,4,0,4,0,0,0,1,4,1,882,0,0,882,0,0,1,0,3,1,3,5,6,0,3,1,2,1,294,5,5,2,0,0,0,0,0,0,3,2,3,1200,7,2007,8,4,31.2,2.0,0.0,4.0,45.0,106500
30,3,7446,1,1,3,3,0,0,0,3,1,2,0,2,4,5,1941,1950,1,1,14,15,3,4,1,4,4,3,5,266,6,0,522,788,1,4,1,788,0,0,788,0,0,1,0,2,1,3,4,6,2,5,6,1,0,0,3,3,2,0,0,0,0,0,0,3,1,1,0,4,2006,8,0,36.8,2.0,0.0,0.0,44.8,100000
50,3,10134,1,1,3,3,0,4,0,17,2,2,0,0,5,6,1940,1950,1,1,8,8,3,4,1,4,4,3,6,0,6,0,735,735,1,2,1,735,299,0,1034,0,0,1,0,2,1,3,5,6,0,3,5,3,1,240,5,5,2,0,39,0,0,0,0,3,4,1,0,7,2007,8,4,31.0,2.0,0.0,0.0,28.0,109000
20,3,9571,1,1,3,3,0,4,0,7,2,2,0,2,5,6,1956,1956,1,1,13,14,3,4,1,4,4,0,1,739,6,0,405,1144,1,4,1,1144,0,0,1144,1,0,1,0,3,1,3,6,6,0,3,1,3,1,596,5,5,2,44,0,0,0,0,0,3,4,1,0,6,2010,8,4,39.0,2.0,0.0,4.0,42.0,129000
20,3,7200,1,1,3,2,0,4,0,5,2,2,0,2,5,5,1972,1972,3,1,8,8,3,4,1,4,4,0,5,777,6,0,117,894,1,4,1,894,0,0,894,0,0,1,0,2,1,3,6,6,0,3,5,2,2,600,5,5,2,215,0,0,0,0,0,3,4,1,0,9,2009,8,4,31.0,2.0,0.0,4.0,71.0,123000
60,3,7590,1,1,3,3,0,4,0,12,4,2,0,5,5,5,1962,1962,1,1,12,13,3,4,1,4,4,3,0,540,6,0,324,864,1,4,1,876,936,0,1812,0,0,2,0,4,1,3,8,6,1,5,1,2,1,264,5,5,2,0,168,0,0,0,0,3,4,1,0,7,2007,8,4,40.0,1.0,188.0,4.0,48.0,169500
30,4,8967,1,1,3,3,0,0,0,9,2,2,0,2,5,2,1920,1950,1,1,8,8,3,1,0,1,3,3,6,0,6,0,961,961,1,2,1,1077,0,0,1077,0,0,1,0,2,1,3,6,1,0,3,5,3,1,338,4,4,0,0,0,0,0,0,0,3,4,1,0,11,2007,8,0,31.0,2.0,0.0,3.0,8.0,67000
60,1,8125,1,1,3,3,0,4,0,21,2,2,0,5,7,5,2006,2007,1,1,5,5,2,4,2,2,4,3,2,812,6,0,280,1092,1,0,1,1112,438,0,1550,1,0,2,0,2,1,2,7,6,0,3,1,0,2,438,5,5,2,0,168,0,0,0,0,3,4,1,0,10,2009,8,4,36.0,3.0,57.0,4.0,93.0,241000
120,3,14963,1,1,1,3,0,4,0,24,2,2,4,2,8,5,1996,1996,1,1,3,3,2,4,2,2,4,3,2,786,6,0,474,1260,1,0,1,1288,0,0,1288,1,0,1,1,1,1,0,4,6,2,2,1,0,2,500,5,5,2,120,30,0,0,224,0,3,4,1,0,12,2008,8,4,9.0,2.0,0.0,4.0,82.0,245500
20,3,8767,1,1,0,3,0,4,0,5,2,2,0,2,7,5,2005,2005,1,1,12,13,2,4,2,2,4,0,2,24,6,0,1286,1310,1,0,1,1310,0,0,1310,0,0,2,0,3,1,2,6,6,1,2,1,0,2,400,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2006,6,5,36.0,2.0,0.0,4.0,91.0,164990
30,3,10200,1,1,3,3,0,4,0,19,2,2,0,2,5,8,1940,1997,1,1,13,14,3,4,2,4,4,3,6,0,6,0,672,672,1,0,1,672,0,0,672,0,0,1,0,2,1,3,4,6,0,3,5,3,1,240,5,5,0,168,0,0,0,0,0,3,0,1,0,8,2008,8,4,31.0,2.0,0.0,4.0,28.0,108000
60,3,12090,1,1,3,3,0,0,0,15,2,2,0,5,8,5,1998,1998,3,1,12,13,2,4,2,2,4,3,6,0,6,0,1141,1141,1,2,1,1165,1098,0,2263,0,0,2,1,4,1,2,10,6,1,5,3,0,2,420,5,5,2,144,123,0,0,0,0,3,4,1,0,7,2006,8,0,64.0,1.0,297.0,4.0,84.0,258000
60,3,10364,1,1,0,3,0,4,0,8,2,2,0,5,6,5,1995,1996,1,1,8,8,3,4,2,2,4,3,6,0,6,0,806,806,1,2,1,806,766,0,1572,0,0,2,1,3,1,3,7,6,1,5,3,0,2,373,5,5,2,0,40,0,0,0,0,3,4,1,0,5,2007,8,4,53.0,2.0,0.0,4.0,81.0,168000
20,3,9991,1,1,0,3,0,0,0,19,1,2,0,2,4,4,1976,1993,1,1,9,10,3,4,1,4,4,3,1,1116,6,0,165,1281,1,0,1,1620,0,0,1620,1,0,2,0,3,1,3,8,2,1,5,1,3,2,490,5,5,2,120,78,0,0,0,0,3,1,1,0,6,2009,8,4,58.4,2.0,0.0,4.0,79.0,150000
50,3,10480,1,1,3,3,0,4,0,18,2,2,0,0,6,5,1936,1950,1,1,8,8,3,4,0,4,4,3,6,0,6,0,1064,1064,1,0,1,1166,0,473,1639,0,0,1,0,3,1,3,6,1,0,3,5,3,1,240,5,5,2,0,0,0,0,0,0,3,4,1,0,3,2008,8,4,22.0,2.0,0.0,0.0,24.0,115000
70,3,15576,1,1,3,3,0,4,0,6,2,2,0,5,6,7,1915,1976,1,1,13,10,3,4,0,2,4,3,6,0,6,0,840,840,1,0,1,840,840,0,1680,0,0,2,0,4,1,3,8,6,0,3,1,3,1,308,5,5,2,0,0,160,0,0,0,3,4,1,0,3,2008,8,4,34.0,2.0,0.0,4.0,46.0,177000
